"","post_num","id","age","sex","mani_check","forum","att1_mean","att2_mean","value","button","post_att","emo","ego","post","headline","post_att_r","att1_mean_c","post_att_r_c","conf","echo","z_scores"
"11","p10",10,20,"2","unbal","unbal",3.33333333333333,2.66666666666667,4,"dislike",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,-0.589868205218244,-0.935532840588682,0.345664635370438,"friendly",-0.589868205218245
"12","p10",103,24,"2","bal","bal",4.33333333333333,4.66666666666667,5,"like",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,-0.0862115069165117,-0.935532840588682,0.84932133367217,"balanced",-0.086211506916513
"13","p10",86,27,"2","bal","bal",1.33333333333333,1.5,1,"like",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,-1.59718160182171,-0.935532840588682,0.661648761233027,"balanced",-1.59718160182171
"14","p10",174,29,"3","unbal","unbal",2.16666666666667,2,1,"like",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,-1.17746768657027,-0.935532840588682,0.241934845981583,"friendly",-1.17746768657027
"15","p10",161,29,"2","bal","bal",1.66666666666667,1,1,"dislike",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,-1.42929603572113,-0.935532840588682,0.493763195132449,"balanced",-1.42929603572113
"16","p10",88,24,"2","unbal","unbal",5.83333333333333,5.33333333333333,4,"dislike",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,0.669273540536087,-0.935532840588682,1.60480638112477,"hostile",0.669273540536086
"17","p10",79,23,"2","unbal","unbal",2,1.33333333333333,4,"like",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,-1.26141046962055,-0.935532840588682,0.325877629031872,"friendly",-1.26141046962056
"18","p10",22,21,"1","unbal","unbal",2.33333333333333,1.66666666666667,6,"like",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,-1.09352490351998,-0.935532840588682,0.157992062931294,"friendly",-1.09352490351998
"19","p10",39,20,"2","bal","bal",3.66666666666667,4,1,"dislike",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,-0.421982639117667,-0.935532840588682,0.513550201471016,"balanced",-0.421982639117668
"20","p10",122,24,"1","bal","bal",4.83333333333333,4,4,"like",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,0.165616842234355,-0.935532840588682,1.10114968282304,"balanced",0.165616842234353
"21","p10",109,19,"1","unbal","unbal",3,1.5,1,"like",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,-0.757753771318822,-0.935532840588682,0.177779069269861,"friendly",-0.757753771318823
"22","p10",96,20,"1","unbal","unbal",4.33333333333333,2.5,2,"like",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,-0.0862115069165117,-0.935532840588682,0.84932133367217,"friendly",-0.086211506916513
"23","p10",48,22,"2","bal","bal",6.16666666666667,5.83333333333333,5,"dislike",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,0.837159106636665,-0.935532840588682,1.77269194722535,"balanced",0.837159106636664
"24","p10",176,22,"2","bal","bal",7.5,7.5,3,"dislike",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,1.50870137103897,-0.935532840588682,2.44423421162766,"balanced",1.50870137103897
"25","p10",74,25,"2","bal","bal",5.33333333333333,5,3,"dislike",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,0.417445191385221,-0.935532840588682,1.3529780319739,"balanced",0.41744519138522
"26","p10",159,22,"2","bal","bal",5.16666666666667,5.5,6,"dislike",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,0.333502408334932,-0.935532840588682,1.26903524892361,"balanced",0.333502408334931
"27","p10",11,23,"2","unbal","unbal",1.66666666666667,1,5,"like",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,-1.42929603572113,-0.935532840588682,0.493763195132449,"friendly",-1.42929603572113
"28","p10",25,25,"2","unbal","unbal",3.33333333333333,2.5,2,"like",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,-0.589868205218244,-0.935532840588682,0.345664635370438,"friendly",-0.589868205218245
"29","p10",5,19,"2","bal","bal",6.66666666666667,6.66666666666667,3,"dislike",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,1.08898745578753,-0.935532840588682,2.02452029637621,"balanced",1.08898745578753
"30","p10",157,22,"2","unbal","unbal",6.66666666666667,6.16666666666667,2,"dislike",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,1.08898745578753,-0.935532840588682,2.02452029637621,"hostile",1.08898745578753
"31","p10",81,25,"2","bal","bal",5.33333333333333,5.5,2,"dislike",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,0.417445191385221,-0.935532840588682,1.3529780319739,"balanced",0.41744519138522
"32","p10",2,19,"2","unbal","unbal",5.5,7,4,"dislike",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,0.50138797443551,-0.935532840588682,1.43692081502419,"hostile",0.501387974435508
"33","p10",93,27,"1","bal","bal",3.5,2,3,"like",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,-0.505925422167955,-0.935532840588682,0.429607418420727,"balanced",-0.505925422167957
"34","p10",26,23,"1","bal","bal",6.66666666666667,6.66666666666667,6,"dislike",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,1.08898745578753,-0.935532840588682,2.02452029637621,"balanced",1.08898745578753
"35","p10",36,22,"2","unbal","unbal",7.5,7,3,"dislike",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,1.50870137103897,-0.935532840588682,2.44423421162766,"hostile",1.50870137103897
"36","p10",156,21,"2","unbal","unbal",6.5,6.33333333333333,6,"dislike",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,1.00504467273724,-0.935532840588682,1.94057751332592,"hostile",1.00504467273724
"37","p10",50,23,"2","unbal","unbal",5.83333333333333,5,3,"like",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,0.669273540536087,-0.935532840588682,1.60480638112477,"hostile",0.669273540536086
"38","p10",87,23,"2","bal","bal",4.33333333333333,4.16666666666667,4,"dislike",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,-0.0862115069165117,-0.935532840588682,0.84932133367217,"balanced",-0.086211506916513
"39","p10",151,25,"1","unbal","unbal",2.16666666666667,1.66666666666667,6,"like",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,-1.17746768657027,-0.935532840588682,0.241934845981583,"friendly",-1.17746768657027
"40","p10",55,25,"1","bal","bal",4.33333333333333,3.83333333333333,2,"like",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,-0.0862115069165117,-0.935532840588682,0.84932133367217,"balanced",-0.086211506916513
"41","p10",60,23,"2","unbal","unbal",2.5,3,1,"like",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,-1.00958212046969,-0.935532840588682,0.0740492798810057,"friendly",-1.00958212046969
"42","p10",7,31,"1","unbal","unbal",4.33333333333333,2.33333333333333,4,"like",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,-0.0862115069165117,-0.935532840588682,0.84932133367217,"friendly",-0.086211506916513
"43","p10",37,25,"2","bal","bal",2.66666666666667,2.66666666666667,1,"like",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,-0.925639337419399,-0.935532840588682,0.00989350316928306,"balanced",-0.9256393374194
"44","p10",146,21,"2","unbal","unbal",5.83333333333333,5.83333333333333,1,"dislike",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,0.669273540536087,-0.935532840588682,1.60480638112477,"hostile",0.669273540536086
"45","p10",16,20,"1","bal","bal",6.83333333333333,7,2,"dislike",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,1.17293023883782,-0.935532840588682,2.1084630794265,"balanced",1.17293023883782
"46","p10",165,22,"2","unbal","unbal",3,2.33333333333333,5,"like",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,-0.757753771318822,-0.935532840588682,0.177779069269861,"friendly",-0.757753771318823
"47","p10",138,20,"1","bal","bal",5.33333333333333,5.83333333333333,2,"dislike",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,0.417445191385221,-0.935532840588682,1.3529780319739,"balanced",0.41744519138522
"48","p10",17,21,"2","unbal","unbal",4,4.33333333333333,3,"like",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,-0.254097073017089,-0.935532840588682,0.681435767571593,"friendly",-0.25409707301709
"49","p10",49,24,"1","bal","bal",2.16666666666667,2.16666666666667,4,"like",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,-1.17746768657027,-0.935532840588682,0.241934845981583,"balanced",-1.17746768657027
"50","p10",76,22,"2","bal","bal",5.66666666666667,5.66666666666667,5,"dislike",6.513761468,4.361111111,1," E: Meiner Meinung nach ist Alternativmedizin auch ohne Chemie und OPs eine dreiste Art, Geld zu machen. Da die Wirkung der Therapie oft erst spät eintritt und manchmal ganz ausbleibt, können sich über die Zeit enorme Kosten anstauen. Alternativmediziner betrügen ihre Patienten, indem sie egoistisch sehr teure Verfahren anbieten. ","Alternativmedizin ist Geldabzocke",1.486238532,0.585330757485799,-0.935532840588682,1.52086359807448,"balanced",0.585330757485797
